,blog_name,title,description,post_url,date (YYYY-MM-DD),hashtags,short_url,writing_prompt_id,writing_prompt,total_amount_notes,response_id,response,blog_name_response,type_of_response,reblog_parent_name,reblog,submission,original content,structure,prompt_type
13,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711532830853890048/youve-been-abandoned-on-the-battlefield-the,11-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdVtrRz4m00,wp014,"<p>You’ve been abandoned on the battlefield, the enemy closing in. Forsaken by heaven and countrymen, you retreat to the deepest corner of your mind. If your gods won’t help, perhaps the inner dark will. You cry out to the void. It answers.</p>",5014,wp014r001,"""you need some milk""",angrygayflowerpetal,reply,,no,no,yes,<p></p>,['text']
14,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711527555529900033/the-princess-was-given-a-curse-where-her-first,11-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdVsegxGm01,wp015,"<p>The princess was given a curse where her first husband would die a horrible death. In order to avoid this fate, the royal family used you as scapegoat and married you to the princess, but because of your immortality you have now died over 10 times and still continue to come back to life.</p>",5601,wp015r001,fuck this shit i'm kiling the princess. What are they gonna do? kill me back?,silas-p-grey,reply,,no,no,yes,<p></p>,['text']
15,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711522266635173888/you-are-a-werewolf-trying-your-best-to-live,11-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdVrRjGaW00,wp016,"<p>You are a werewolf trying your best to live peacefully among humans, but your SO has just proposed to you with a ring of pure silver. You genuinely love and want to marry them, but you also have to somehow get out of accepting this ring.</p>",3726,wp016r001,Allergic to silver/can't wear silver jewely/silver stains your skin or something Think of some excuse uh oh,acrylic-user,reply,,no,no,yes,<p></p>,['text']
16,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711517002987126784/seek-not-earthly-riches-but-be-frugal-for-you,11-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdVqF76ii00,wp017,"<p>“Seek not earthly riches, but be frugal, for you shall have treasures in heaven.” Said the man in a palace sitting upon a golden throne.</p>",3015,wp017r001,Catholic church,kradnie,reply,,no,no,yes,<p></p>,['text']
17,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711442241590345728/a-time-traveling-megalomaniac-has-a-vendetta,10-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdVZFC8Cq00,wp018,"<p>A time-traveling megalomaniac has a vendetta against you, but every attempt to erase you from the timeline has failed. They think you have no powers and you’d like to keep it that way. The last time someone found out about your omniscience, you had to reset the multiverse.</p>",4221,wp018r001,"why the hell don't i just yoink em out of existence, or make them forget everything they know about me?",ig-quince-works,reply,,no,no,yes,<p></p>,['text']
18,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711436952303452160/if-someone-dies-in-a-horrific-or-traumatic-way,10-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdVY2E68a00,wp019,<p>If someone dies in a horrific or traumatic way they are not greeted by Charon the ferryman but instead by Cerberus the best therapy dog in the whole underworld.</p>,8955,wp019r001,This feels like one of those screenshots I'd find on pinterest,autistictrash,reply,,no,no,yes,<p></p>,['text']
19,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711431672690835456/the-gigantic-machine-dreadnaught-whose-origins,10-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdVWrP4im00,wp020,"<p>The gigantic Machine Dreadnaught, whose origins remain unknown to all Species, has stationed over the Galactic Capital, ready to end it all. As one of the few Humans in the crowd, something about the ship reminds you of old tales. The Craft’s red lights change to blue when you whisper: “Alexa?”</p>",3411,wp020r001,"""Alexa, play Despacito""",apocalypticvelociraptor,reply,,no,no,yes,<p></p>,['text']
20,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711426406436028416/in-exchange-for-a-bountiful-harvest-the-hive-is,10-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdVVemVSy00,wp021,"<p>In exchange for a bountiful harvest, the hive is safe. The elder one, smoke bringer and invulnerable goliath, makes it so. A strange and unknowable being, it brings with it arcane artifacts and demands we sacrifice our honey, and in return it grants protection to the swarm</p>",4175,wp021r001,ooooooh i like this one,swivelsayno,reply,,no,no,yes,<p></p>,['text']
21,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711351642940997632/you-the-prince-have-been-suffering-through-the,9-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdVEepZuu00,wp022,"<p>You, the prince have been suffering through the parade of prospective brides all day. They’re all beautiful, wonderful women. But you’re gay.</p>",6221,wp022r001,emperors new groove,emperorsnewgroove,reply,,no,no,yes,<p></p>,['text']
22,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711346377492463616/the-lottery-is-a-secret-plot-to-catch-time,9-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdVDSBkim00,wp023,<p>The lottery is a secret plot to catch time travellers. You have just been detained despite winning by pure luck.</p>,3564,wp023r001,A time traveler goes back to the past to tell everyone it's a ruse,slyuq,reply,,no,no,yes,<p></p>,['text']
23,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711341083062321153/compared-to-aliens-humans-arent-any-smarter,9-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdVCF8w4a01,wp024,"<p>Compared to aliens, humans aren’t any smarter, stronger, or weirder. The only reason the Galactic Council sees us as a threat is because apparently, having disposable thumbs is nigh unheard of.</p>",3856,wp024r001,Disposable?,regurgitated-memes,reply,,no,no,yes,<p></p>,['text']
24,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711335794509561856/the-guardians-have-always-been-young-rhino-they,9-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdVB2BZmq00,wp025,"<p>“The Guardians have always been, young rhino. They watch us from afar. Never interfering with our own struggles, but keeping their own kind from interfering as well. Ours is not to question their ways.”</p>",2333,wp025r001,Guardians of Gahoole vibes ngl,alexithymiaexists,reply,,no,no,yes,<p></p>,['text']
25,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711261045717696512/youre-a-historian-going-through-memoirs-of-famous,8-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdUw2SKau00,wp026,"<p>You’re a historian going through memoirs of famous leaders, you notice a pattern of a man with long blonde hair, who appears in the courts of men and women such as Queen Victoria, Genghis Khan, and many more. entering your office you see a man with long blonde hair sitting on a bench outside.</p>",3632,wp026r001,"vampire, or latest regeneration of the doctor?",thewafflebun,reply,,no,no,yes,<p></p>,['text']
26,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711255757126025216/it-turns-out-strange-women-lying-in-ponds,8-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdUurUxyi00,wp027,<p>It turns out strange women lying in ponds distributing swords is actually a great basis for a system of government.</p>,6391,wp027r001,what,anactualfuckingnerd,reply,,no,no,yes,<p></p>,['text']
27,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711250469118525440/a-family-has-been-trying-and-failing-to-kill-you,8-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdUteY68y00,wp028,"p>A family has been trying and failing to kill you, an immortal, for many generations. In fact, it’s been going on for so long you forgot why they started hunting you in the first place.</p>",8493,wp028r001,isnt this the plot of a hotel transylvania movie,rheima,reply,,no,no,yes,<p></p>,[]
28,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711245202229248000/it-is-known-that-the-older-a-vampire-the-more,8-3-2023,,https://tmblr.co/ZCDX7hdUsRux4q00,wp029,"<p>It is known that the older a vampire, the more powerful it is. At a few centuries, a vampire is nearly unstoppable. You just met a stone age vampire.</p>",4996,wp029r001,Can bet you they just want to be left dafuq alone xD,thatdemonfury,reply,,no,no,yes,<p></p>,['text']
29,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/710536299324506112/after-a-strange-flash-of-light-all-of-the,28-2-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdSLF-fGW00,wp031,"<p>After a strange flash of light. All of the horrible creatures of Australia are teleported to every other place in the world, and adapt immediately to the climate.</p>",4364,wp031r001,massive ecological collapse,he-one-spinal-cracker,reply,,no,no,yes,<p></p>,['text']
30,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/710530992854695936/it-started-with-i-want-that-rat-out-of-the,28-2-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdSK2nd0e00,wp032,"<p>It started with “I want that rat out of the picture.” Then it was “I want those two swimming with the fishes”. Your boss is giving weirder and weirder euphemisms for hits, and you’re too afraid to ask clarification. Your latest assignment is a real head-scratcher that you struggle to decode.</p>",4795,wp032r001,“scramble em real good and leave em buried in log”,red-boticlatte,reply,,no,no,yes,<p></p>,['text']
31,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/710525695931105280/astronomers-discover-a-giant-asteroid-hurtling,28-2-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdSIriTmi00,wp033,"<p>Astronomers discover a giant asteroid hurtling towards Earth. Across the world, panic spreads. Looters ravage cities, families huddle and cry, praying for a miracle. On a lonely hill in the middle of nowhere, a child watches the sky with a baseball bat, poised to swing as the asteroid nears.</p>",5650,wp033r001,The asteroid misses the earth by a long shot,demonmafiaboss1027,reply,,no,no,yes,<p></p>,['text']
32,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/710520424234090496/many-young-wizards-have-taken-to-transmuting-swans,28-2-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdSHe_q8W00,wp034,"p>Many young wizards have taken to transmuting swans into humans and marrying them. One day, you are lucky enough to find a swan in the wild, and without hesitating, you turn it into a beautiful lady. Unfortunately, that ‘swan’, was a goose. You have just given a goose a human form.</p>",14739,wp034r001,"And, thus, unlocked the truest evil",the-name-hoarder,reply,,no,no,yes,<p></p>,[]
33,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/710445672001847296/theres-an-alien-race-who-has-declared-themselves,27-2-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdS0fCNua00,wp036,"<p>There’s an alien race who has declared themselves ‘conquerors of the Milky Way’, but the reality is that every Milky Way species finds them so cute and practically harmless that they just let them believe they rule the galaxy.</p>",5973,wp036r001,Cats,tired-bi-idiot,reply,,no,no,yes,<p></p>,['text']
34,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/710440401436327937/in-a-galaxy-that-is-quite-xenophobic-and,27-2-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdR-SVnii01,wp037,"<p>In a galaxy that is quite xenophobic and isolationist humanity is the odd one out. We generally like aliens and want to get along. When they turned us down, we redoubled our efforts. Now our fleet is orbiting the alien’s home world. We may no longer come in peace, but they will be our friends.</p>",10231,wp037r001,this sounds oddly adorable.,happymirio,reply,,no,no,yes,<p></p>,['text']
35,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/710435111214120960/a-main-character-is-trapped-in-a-fantasy-isekai,27-2-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdR_FWtuW00,wp038,"<p>A main character is trapped in a fantasy isekai world and adjusted to their new life. However, about a while later, they find a sword with a familiar label. “Made in China.”</p>",3855,wp038r001,Truman show 2: fantasy version,peregrine-pangolin,reply,,no,no,yes,<p></p>,['text']
36,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/710429820091301888/youre-off-to-confront-your-tenant-about-their,27-2-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdRz2X8Om00,wp039,"<p>You’re off to confront your tenant about their unit exceeding capacity. You’ve seen at least 3 people living there who aren’t on the lease. When you finish dressing him down for the violation, all he says is, “You can see them too?”</p>",3555,wp039r001,This isn't a writing prompt it's a life hack,owo-whats-bliss,reply,,no,no,yes,<p></p>,['text']
37,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/710355083988172800/the-king-is-getting-increasingly-exasperated-as,26-2-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdRi2zjWW00,wp040,<p>The king is getting increasingly exasperated as the princess completes every task he offers her hand for herself.</p>,4132,wp040r001,Merida:,skyblr-headquarters,reply,,no,no,yes,<p></p>,['text']
38,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/710349804615729152/you-have-the-odd-ability-of-idle-stockpile-which,26-2-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdRgs8wOu00,wp041,"<p>You have the odd ability of “idle stockpile” which means that if you havent performed a certain action for longer, the more easy or powerful is the next time you perform the action. You just threw your first punch in 10 years.</p>",4517,wp041r001,oh no its murder,chemol-2,reply,,no,no,yes,<p></p>,['text']
39,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/710344496916955136/all-major-fast-food-chains-were-created-for,26-2-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdRfevkuu00,wp042,"<p>All major fast food chains were created for eldritch gods to harvest the souls of gluttonous mortals. The king of the burger, the red haired clown, the coffee mermaid, s'ub'ay…As people move on to healthier diets, the hunger of the gods grows.</p>",3664,wp042r001,Maybe they should try vegans. They don't seem so bad,imaginationadventures,reply,,no,no,yes,<p></p>,['text']
40,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/710339250218008576/a-young-girl-picks-a-random-person-out-of-an-old,26-2-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdReSZNGm00,wp043,"<p>A young girl picks a random person out of an old and outdated phone book and, unaware that the person she picked is already dead, sends a letter to them. Somehow, the letter travels to the world of the dead and, after reading the letter, the person it was written for decides to write back.</p>",4462,wp043r001,"I read a book sort of like this as a kid. ""Dear Napoleon, I Know You're Dead, But..."" by Elvira Woodruff.",joemrl,reply,,no,no,yes,<p></p>,['text']
41,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/710264480889700352/if-not-friend-then-why-friend-shaped-the,25-2-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdRNSX00W00,wp045,"<p>“IF NOT FRIEND, THEN WHY FRIEND SHAPED!?” the human cries out after you denied to let them pet your homeworld’s most dangerous predator.</p>",16398,wp045r001,real,mauve-flower,reply,,no,no,yes,<p></p>,['text']
42,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/710259188637532160/it-is-believed-everyone-is-born-with-a-superpower,25-2-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdRMFWDCe00,wp046,"<p>It is believed everyone is born with a superpower but every single superpower has highly specific activation requirements which nobody has the ability to know until it happens, forcing superheroes and villains to do very strange things to actually use their powers</p>",5082,wp046r001,like in jojo's bizarre adventure,3xm-draconic,reply,,no,no,yes,<p></p>,['text']
43,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/710253903510454272/you-are-the-first-human-to-attend-a-school-full-of,25-2-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdRL2c34q00,wp047,"<p>You are the first human to attend a school full of demons. Despite your appearance, the demons run away in fear at the sight of you. You tell your school advisor about this.</p>",4967,wp047r001,isnt this literally just the plot of 'welcome to demon school iruma-kun',little-flame-prince,reply,,no,no,yes,<p></p>,['text']
