,blog_name,title,description,post_url,date (YYYY-MM-DD),hashtags,short_url,writing_prompt_id,writing_prompt,total_amount_notes,response_id,response,blog_name_response,type_of_response,reblog_parent_name,prompt_type,response_type
10,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711852338627887104/youve-accidentally-summoned-the-devil-while,15-3-2023,,https://tmblr.co/ZCDX7hdX0UumSa00,wp001,"<p>You’ve accidentally summoned the Devil while cooking dinner, and he’s intrigued by your culinary skills. He challenges you to a high-stakes cook-off, with your soul on the line. If you win, you get a lifetime of unparalleled culinary prowess and the ability to impress anyone with your dishes. But if you lose, your soul is his. As you accept the challenge, you realize you’ll need to prepare the most extraordinary meal of your life.<br></p>",4245,wp001r011,@nad-zeta',mareadersinsertfanfiction,reblog,writing-prompt-s,['text'],"['user mention', 'text']"
11,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711852338627887104/youve-accidentally-summoned-the-devil-while,15-3-2023,,https://tmblr.co/ZCDX7hdX0UumSa00,wp001,"<p>You’ve accidentally summoned the Devil while cooking dinner, and he’s intrigued by your culinary skills. He challenges you to a high-stakes cook-off, with your soul on the line. If you win, you get a lifetime of unparalleled culinary prowess and the ability to impress anyone with your dishes. But if you lose, your soul is his. As you accept the challenge, you realize you’ll need to prepare the most extraordinary meal of your life.<br></p>",4245,wp001r012,#I see he's moved on from challenging young men to fiddle duels,awkwardalphayay,reblog,writing-prompt-s,['text'],"['hashtags', 'text']"
12,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711852338627887104/youve-accidentally-summoned-the-devil-while,15-3-2023,,https://tmblr.co/ZCDX7hdX0UumSa00,wp001,"<p>You’ve accidentally summoned the Devil while cooking dinner, and he’s intrigued by your culinary skills. He challenges you to a high-stakes cook-off, with your soul on the line. If you win, you get a lifetime of unparalleled culinary prowess and the ability to impress anyone with your dishes. But if you lose, your soul is his. As you accept the challenge, you realize you’ll need to prepare the most extraordinary meal of your life.<br></p>",4245,wp001r013,#grilled cheese,theydy-cringeworthy,reblog,writing-prompt-s,['text'],"['hashtags', 'text']"
13,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711852338627887104/youve-accidentally-summoned-the-devil-while,15-3-2023,,https://tmblr.co/ZCDX7hdX0UumSa00,wp001,"<p>You’ve accidentally summoned the Devil while cooking dinner, and he’s intrigued by your culinary skills. He challenges you to a high-stakes cook-off, with your soul on the line. If you win, you get a lifetime of unparalleled culinary prowess and the ability to impress anyone with your dishes. But if you lose, your soul is his. As you accept the challenge, you realize you’ll need to prepare the most extraordinary meal of your life.<br></p>",4245,wp001r014,@awkwardjay' why would you hide this in the tags… source: https://64.media.tumblr.com/3b4e11f0af23fd2e3e54db31daf5bca5/45a688a798e666a6-81/s1280x1920/0a60b8515d6520b66b53ae12628f433ae28339bd.jpg,monika-in-wonderland,reblog,awkwardalphajay,['text'],"['user mention', 'link']"
14,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711852338627887104/youve-accidentally-summoned-the-devil-while,15-3-2023,,https://tmblr.co/ZCDX7hdX0UumSa00,wp001,"<p>You’ve accidentally summoned the Devil while cooking dinner, and he’s intrigued by your culinary skills. He challenges you to a high-stakes cook-off, with your soul on the line. If you win, you get a lifetime of unparalleled culinary prowess and the ability to impress anyone with your dishes. But if you lose, your soul is his. As you accept the challenge, you realize you’ll need to prepare the most extraordinary meal of your life.<br></p>",4245,wp001r015,#I will prepare bread #Garlic bread,isapolvorita,reblog,writing-prompt-s,['text'],"['hashtags', 'text']"
15,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711852338627887104/youve-accidentally-summoned-the-devil-while,15-3-2023,,https://tmblr.co/ZCDX7hdX0UumSa00,wp001,"<p>You’ve accidentally summoned the Devil while cooking dinner, and he’s intrigued by your culinary skills. He challenges you to a high-stakes cook-off, with your soul on the line. If you win, you get a lifetime of unparalleled culinary prowess and the ability to impress anyone with your dishes. But if you lose, your soul is his. As you accept the challenge, you realize you’ll need to prepare the most extraordinary meal of your life.<br></p>",4245,wp001r016,#reminds me of Tenacious D #this is not the best meal in the world this is just a tribute,weakhead,reblog,writing-prompt-s,['text'],"['hashtags', 'text']"
16,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711852338627887104/youve-accidentally-summoned-the-devil-while,15-3-2023,,https://tmblr.co/ZCDX7hdX0UumSa00,wp001,"<p>You’ve accidentally summoned the Devil while cooking dinner, and he’s intrigued by your culinary skills. He challenges you to a high-stakes cook-off, with your soul on the line. If you win, you get a lifetime of unparalleled culinary prowess and the ability to impress anyone with your dishes. But if you lose, your soul is his. As you accept the challenge, you realize you’ll need to prepare the most extraordinary meal of your life.<br></p>",4245,wp001r017,#aini,raylaandcallum,reblog,writing-prompt-s,['text'],"['hashtags', 'text']"
17,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711852338627887104/youve-accidentally-summoned-the-devil-while,15-3-2023,,https://tmblr.co/ZCDX7hdX0UumSa00,wp001,"<p>You’ve accidentally summoned the Devil while cooking dinner, and he’s intrigued by your culinary skills. He challenges you to a high-stakes cook-off, with your soul on the line. If you win, you get a lifetime of unparalleled culinary prowess and the ability to impress anyone with your dishes. But if you lose, your soul is his. As you accept the challenge, you realize you’ll need to prepare the most extraordinary meal of your life.<br></p>",4245,wp001r018,#modern johnny vs devil,daleks-have-the-phonebox,reblog,writing-prompt-s,['text'],"['hashtags', 'text']"
18,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711852338627887104/youve-accidentally-summoned-the-devil-while,15-3-2023,,https://tmblr.co/ZCDX7hdX0UumSa00,wp001,"<p>You’ve accidentally summoned the Devil while cooking dinner, and he’s intrigued by your culinary skills. He challenges you to a high-stakes cook-off, with your soul on the line. If you win, you get a lifetime of unparalleled culinary prowess and the ability to impress anyone with your dishes. But if you lose, your soul is his. As you accept the challenge, you realize you’ll need to prepare the most extraordinary meal of your life.<br></p>",4245,wp001r019,#I make… #two pbj sandwiches :] #my soul gets harvested immediately,ggggggsvsvsvsvvs,reblog,writing-prompt-s,['text'],"['hashtags', 'text']"
19,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711852338627887104/youve-accidentally-summoned-the-devil-while,15-3-2023,,https://tmblr.co/ZCDX7hdX0UumSa00,wp001,"<p>You’ve accidentally summoned the Devil while cooking dinner, and he’s intrigued by your culinary skills. He challenges you to a high-stakes cook-off, with your soul on the line. If you win, you get a lifetime of unparalleled culinary prowess and the ability to impress anyone with your dishes. But if you lose, your soul is his. As you accept the challenge, you realize you’ll need to prepare the most extraordinary meal of your life.<br></p>",4245,wp001r020,#this but as ratatouille fanfiction,thatgayhippie,reblog,writing-prompt-s,['text'],"['hashtags', 'text']"
20,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711804624692281345/the-vampire-steps-out-and-his-daughters-cower-and,14-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdWreZiGu01,wp002,"<p>The vampire steps out, and his daughters cower and kneel where they stand. You ready yourself for the fight. Before you can raise your weapon, though, the vampire sighs, and with an embarrassed tone, says, “I’m really quite sorry for the trouble…”</p>",3667,wp002r001,And stealing this concept for a D&D one-shot xd,eziocauthon89,reply,,['text'],['text']
21,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711804624692281345/the-vampire-steps-out-and-his-daughters-cower-and,14-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdWreZiGu01,wp002,"<p>The vampire steps out, and his daughters cower and kneel where they stand. You ready yourself for the fight. Before you can raise your weapon, though, the vampire sighs, and with an embarrassed tone, says, “I’m really quite sorry for the trouble…”</p>",3667,wp002r002,@eziocauthon89' lol,king-zi,reply,,['text'],"['user mention', 'text']"
22,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711804624692281345/the-vampire-steps-out-and-his-daughters-cower-and,14-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdWreZiGu01,wp002,"<p>The vampire steps out, and his daughters cower and kneel where they stand. You ready yourself for the fight. Before you can raise your weapon, though, the vampire sighs, and with an embarrassed tone, says, “I’m really quite sorry for the trouble…”</p>",3667,wp002r003,I'm loving this idea,paintsplash1712,reply,,['text'],['text']
23,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711804624692281345/the-vampire-steps-out-and-his-daughters-cower-and,14-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdWreZiGu01,wp002,"<p>The vampire steps out, and his daughters cower and kneel where they stand. You ready yourself for the fight. Before you can raise your weapon, though, the vampire sighs, and with an embarrassed tone, says, “I’m really quite sorry for the trouble…”</p>",3667,wp002r004,Imagine if resident evil 8 went this way instead,ijibindustries,reply,,['text'],['text']
24,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711804624692281345/the-vampire-steps-out-and-his-daughters-cower-and,14-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdWreZiGu01,wp002,"<p>The vampire steps out, and his daughters cower and kneel where they stand. You ready yourself for the fight. Before you can raise your weapon, though, the vampire sighs, and with an embarrassed tone, says, “I’m really quite sorry for the trouble…”</p>",3667,wp002r005,"I like this one, can we keep 'em",thegloriousalternatehero,reply,,['text'],['text']
25,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711804624692281345/the-vampire-steps-out-and-his-daughters-cower-and,14-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdWreZiGu01,wp002,"<p>The vampire steps out, and his daughters cower and kneel where they stand. You ready yourself for the fight. Before you can raise your weapon, though, the vampire sighs, and with an embarrassed tone, says, “I’m really quite sorry for the trouble…”</p>",3667,wp002r006,@bihexualandferal' I am VERY tempted to flesh this out. ,aragondraco,reply,,['text'],"['user mention', 'text']"
26,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711804624692281345/the-vampire-steps-out-and-his-daughters-cower-and,14-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdWreZiGu01,wp002,"<p>The vampire steps out, and his daughters cower and kneel where they stand. You ready yourself for the fight. Before you can raise your weapon, though, the vampire sighs, and with an embarrassed tone, says, “I’m really quite sorry for the trouble…”</p>",3667,wp002r007,His daughters were out past curfew again and they were sooooo grounded.,mewtangerine,reply,,['text'],['text']
27,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711804624692281345/the-vampire-steps-out-and-his-daughters-cower-and,14-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdWreZiGu01,wp002,"<p>The vampire steps out, and his daughters cower and kneel where they stand. You ready yourself for the fight. Before you can raise your weapon, though, the vampire sighs, and with an embarrassed tone, says, “I’m really quite sorry for the trouble…”</p>",3667,wp002r008,"Sorry for the Brujah, ha",canotartainpaint,reply,,['text'],['text']
28,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711804624692281345/the-vampire-steps-out-and-his-daughters-cower-and,14-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdWreZiGu01,wp002,"<p>The vampire steps out, and his daughters cower and kneel where they stand. You ready yourself for the fight. Before you can raise your weapon, though, the vampire sighs, and with an embarrassed tone, says, “I’m really quite sorry for the trouble…”</p>",3667,wp002r009,"""But could you babysit?""",octos-ootings,reply,,['text'],['text']
29,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711804624692281345/the-vampire-steps-out-and-his-daughters-cower-and,14-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdWreZiGu01,wp002,"<p>The vampire steps out, and his daughters cower and kneel where they stand. You ready yourself for the fight. Before you can raise your weapon, though, the vampire sighs, and with an embarrassed tone, says, “I’m really quite sorry for the trouble…”</p>",3667,wp002r010,"""Um. What."" You sheathe your weapon, eyes flicking between the vampire and his kids. ""This isn't what I signed up for.""",octos-ootings,reply,,['text'],['text']
30,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711804624692281345/the-vampire-steps-out-and-his-daughters-cower-and,14-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdWreZiGu01,wp002,"<p>The vampire steps out, and his daughters cower and kneel where they stand. You ready yourself for the fight. Before you can raise your weapon, though, the vampire sighs, and with an embarrassed tone, says, “I’m really quite sorry for the trouble…”</p>",3667,wp002r011,#writing prompts #vampire,sittingthroughthisoreshit,reblog,writing-prompt-s,['text'],"['hashtags', 'text']"
31,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711804624692281345/the-vampire-steps-out-and-his-daughters-cower-and,14-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdWreZiGu01,wp002,"<p>The vampire steps out, and his daughters cower and kneel where they stand. You ready yourself for the fight. Before you can raise your weapon, though, the vampire sighs, and with an embarrassed tone, says, “I’m really quite sorry for the trouble…”</p>",3667,wp002r012,#ME #📓//reblog,vampthropologist,reblog,writing-prompt-s,['text'],"['emoji', 'hashtags', 'text']"
32,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711804624692281345/the-vampire-steps-out-and-his-daughters-cower-and,14-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdWreZiGu01,wp002,"<p>The vampire steps out, and his daughters cower and kneel where they stand. You ready yourself for the fight. Before you can raise your weapon, though, the vampire sighs, and with an embarrassed tone, says, “I’m really quite sorry for the trouble…”</p>",3667,wp002r013,#they hate delivery men,prideoffyunmeng,reblog,writing-prompt-s,['text'],"['hashtags', 'text']"
33,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711804624692281345/the-vampire-steps-out-and-his-daughters-cower-and,14-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdWreZiGu01,wp002,"<p>The vampire steps out, and his daughters cower and kneel where they stand. You ready yourself for the fight. Before you can raise your weapon, though, the vampire sighs, and with an embarrassed tone, says, “I’m really quite sorry for the trouble…”</p>",3667,wp002r014,my head cannon is the head vampire has been crushing on them or I guess 'you' and the daughters decide to do this embarassing thing where they talk (harass) 'you' abt the head vampire and it makes the protag fucking scared to hell and back when in reality they were just giggling gossiping little shits who want to pair their dad with someone. ,bonchobrik,reblog,writing-prompt-s,['text'],['text']
34,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711804624692281345/the-vampire-steps-out-and-his-daughters-cower-and,14-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdWreZiGu01,wp002,"<p>The vampire steps out, and his daughters cower and kneel where they stand. You ready yourself for the fight. Before you can raise your weapon, though, the vampire sighs, and with an embarrassed tone, says, “I’m really quite sorry for the trouble…”</p>",3667,wp002r015,#Parker #the squad #REAL #doc,pineapplemona,reblog,writing-prompt-s,['text'],"['hashtags', 'text']"
35,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711804624692281345/the-vampire-steps-out-and-his-daughters-cower-and,14-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdWreZiGu01,wp002,"<p>The vampire steps out, and his daughters cower and kneel where they stand. You ready yourself for the fight. Before you can raise your weapon, though, the vampire sighs, and with an embarrassed tone, says, “I’m really quite sorry for the trouble…”</p>",3667,wp002r016,"""My daughters can be...a bit vicious when they're fighting over something...or someone."" You're not yet ready to drop your guard, but the vampire's statement has piqued your curiosity as well as your confusion. You raise an eyebrow. ""What do you mean?"" You ask. The vampire cocks his head to the side and looks at you with a blank yet...somehow questioning expression. ""You can't tell? Do humans exhibit different social cues in such scenarios?"" Baffled, you look at the three women kneeling around you, and notice the faint blush creeping across the cheeks of the one in the faded blue silk dress. You didn't realize vampires could even blush. You look back at their father, whose expression still appears blank, but you start to see a flicker of movement in the frozen lines of his face. ""If we do, I'm really bad at interpreting them..."" You say, trailing off. You suppose you're just bad at that sort of thing no matter what species you're interacting with. ""Well,"" the vampire says, ""I'll put this as bluntly as I can, then. My daughters—these three, at least—like you. Unfortunately they seem to have forgotten that courting someone, much like entering their house, should involve getting their permission first."" You start sputtering and drop your weapon in surprise. ""What...courting? You mean this whole thing is because they want to—"" ""Make you their bride, yes."" You can't even respond. You look at the three women again, noticing the barest curve of a smile on the one in the forest green leather jacket. The one who appears to have stepped right out of the 1940s glances at you from the corner of her eyes and licks her lips. The one in blue bows her head slightly, hiding her face behind her cascade of fiery curls. Your heart drums wildly at the realization that all three of them want you. And it suddenly dawns on you that maybe you find the shyness of the blue-clad woman a little bit endearing.",myhummingbirdbluelove,reblog,writing-prompt-s,['text'],['text']
36,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711804624692281345/the-vampire-steps-out-and-his-daughters-cower-and,14-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdWreZiGu01,wp002,"<p>The vampire steps out, and his daughters cower and kneel where they stand. You ready yourself for the fight. Before you can raise your weapon, though, the vampire sighs, and with an embarrassed tone, says, “I’m really quite sorry for the trouble…”</p>",3667,wp002r017,#What a nice vampire #writers #writing prompts #writeblr #writing inspiration #reblog,paintsplash1712,reblog,writing-prompt-s,['text'],"['hashtags', 'text']"
37,writing-prompt-s,Writing Prompts,I am Prompt Guy and you are the protagonist. Let's explore the multiverse together.,https://writing-prompt-s.tumblr.com/post/711804624692281345/the-vampire-steps-out-and-his-daughters-cower-and,14-3-2023,"['writers', 'writers on tumblr', 'writing prompts', 'writeblr', 'writing inspiration']",https://tmblr.co/ZCDX7hdWreZiGu01,wp002,"<p>The vampire steps out, and his daughters cower and kneel where they stand. You ready yourself for the fight. Before you can raise your weapon, though, the vampire sighs, and with an embarrassed tone, says, “I’m really quite sorry for the trouble…”</p>",3667,wp002r018,I didn't expect an apology,radioactiv3snak,reblog,writing-prompt-s,['text'],['text']
